district,ANN,ARIMA,BAYESIAN,DT,ELASTICNET,ET,EXP,GB,HUBER,KNN,LASSO,LGBM,LINEAR,LSTM,PROPHET,RF,RIDGE,SARIMA,TBATS,XGBOOST
GONDIA,223.21406784907387,222.07152333880808,202.75315067828043,192.83988752906444,165.64745898805194,216.61151441001468,54.65817071189404,232.20913586720255,166.04599402124828,195.74101054678488,229.15874717578407,187.9637316114614,165.68734866107607,172.76052973618044,186.6520036896889,226.04432649440014,229.25763187745102,112.92731734738028,208.19892475372774,221.65455335425062
HINGOLI,124.83467172934327,174.28023410587903,130.1334294808271,137.00997707993548,130.28813912799887,107.98366548284568,174.2877960776772,110.1648761453766,135.54363128443606,136.72384370594017,131.93083427542848,219.01922097250468,130.28813938419503,176.38926393578114,113.30213148229582,106.53194163671704,131.95723351530353,174.28023410587903,176.11807941539737,135.775702958623
JALGAON,,3818.2469719784895,3998.720655069237,4203.7251895943,4310.64505718903,4039.999378712479,3817.192458956911,4026.513764045678,4367.289150921318,3996.7480294233696,4328.857213049662,3837.4261572980736,4310.924803354791,,2113.665873006927,4011.249140661242,4329.103915513326,3818.2469719784895,3819.5991814278163,4057.0869814889274
JALNA,,704.9309052470093,597.6280116802299,440.1214991606336,827.0809935828452,596.3251587431139,453.4267109951081,637.7226870668953,664.922935554521,607.5261124628826,653.5932741326206,488.7097621122054,827.2901071061465,,641.4862936531553,587.6191335782236,653.3829453840215,387.80164704020683,498.23924184705925,579.1831364842913
KOLHAPUR,,1114.7184846408531,1915.2209009705207,13236.012273518378,3326.0447442312284,6114.0801840912445,1116.6291579632223,6946.8692144078195,1041.9267300106653,2807.138303128462,3871.085760150817,2334.622820154885,3326.514190767218,,1073.2958431660186,8413.818375875619,3871.246295759573,1327.2704075878464,958.5412621928299,9119.031282177657
LATUR,,560.0539259749904,330.28256719953504,442.5181580055318,346.1625517248195,450.7690647351726,579.1717412497031,372.6021065312107,447.6672782297383,556.412831458131,476.4996031956051,564.7046470782927,346.17258128341854,,258.78915022183287,458.47637421560654,476.59548916228374,470.3738364864513,588.015406755402,558.5740060148997
MUMBAI,,2240.50274124185,1446.833971274445,1989.1925868528251,639.7539999610425,1460.3556625195035,750.8561709672676,1312.2987199130632,712.3091134807778,1781.443219858054,832.9614367271697,1557.3235050301319,639.7530067430447,,3980.1329223911657,1990.558981819444,833.0559352030673,983.0012716166748,732.3729737431371,2388.8938471723363
MUMBAI SUBURBAN,,861.7158332395448,1106.2644923233584,1102.5534454165927,3662.6848641038077,1710.19,1239.4507871983833,1323.9645104959736,4089.9677748501476,,,1754.3324618403053,3662.684874124676,,,1569.0283704653018,,,2007.2253191254745,
NAGPUR,,313.418793163746,474.047152895918,359.32567294323843,536.0481510620785,680.4749890318649,302.32966940502405,351.67461096702795,857.1822090889951,850.7663284821588,887.6761309914543,607.2641854881305,536.04815317775,,270.89109194300414,583.4772465773383,887.8318397568293,313.418793163746,301.689021008282,405.9206325455493
NANDED,1026.8982689164493,1331.7628167207552,892.929641316638,864.9099553726837,895.7427317543954,899.9014282733043,1240.2421304563738,798.5176101030645,990.1283553507823,959.4430428018916,974.9136670237652,1037.4634410464976,895.7467559944562,1074.6508469626378,1069.801148161748,862.5632071660725,974.9386761823082,1342.3778321755437,1238.7072794124226,860.4916953208782
NANDURBAR,,513.8403448543137,400.2596010696742,881.1888679868565,451.14581510677834,301.7415710378023,519.6026660860829,364.77420638021295,465.4679213799903,416.80360383530274,333.50515231259357,905.9120642766901,451.185702792719,,274.0637325991082,477.0487436467567,333.5023570103983,513.8403448543137,521.5994712922188,485.93787540086623
NASHIK,,824.9957880551304,1194.2534897059122,3198.3251136192216,1476.4487872779864,1630.0785031521914,832.8641177145018,1087.4886663093073,1288.150559800941,959.8838035882791,1157.3286914064865,1108.9070788901747,1476.508678964654,,1277.39695864873,1332.9436289010036,1157.4332545421976,824.9957876461074,1065.0728345054654,1865.6622617306066
OSMANABAD,,369.9076911879503,395.6262548388386,356.6327261888467,295.40862933205045,298.70078288685863,369.0933532136622,329.1917504825648,430.6436256623387,364.03914541227067,255.15802642289552,435.8091766905054,295.22915268158596,,396.60696314913787,284.63332698070707,254.8983323826759,369.9076911879503,403.3752091683773,337.70058986810096
PALGHAR,,755.3598497804672,477.4957698504846,889.3643372545341,491.70596140268987,680.6744851575123,627.8633159658793,614.0711391002668,664.296584376972,582.5453702224636,593.7461476609241,1629.0324216539966,491.71927310689813,,704.5474703196697,736.4550395876372,593.897916880782,687.3159609743183,630.086138690698,723.8021132689445
PARBHANI,635.4048889238081,485.00217943702376,488.8819441000678,460.49441611037315,505.7181377709928,457.5593547760285,424.0973464668312,496.90334378312417,503.4285501890327,469.05241811572336,558.1501012455698,473.55662433352467,505.7402046684538,448.56272184971584,691.053529180717,468.3002386850348,558.4254806341656,506.7746763513482,527.5705723570937,508.9436557997238
PUNE,1093.6743325432342,1619.1157750808668,1174.406529683376,1227.4623152071795,1222.7568155161584,2028.9278669143628,1949.8908847916503,1963.7303015372297,1124.8950130314433,1615.7733843672595,1125.9954889867909,4391.200194750509,1222.7509181217642,1359.2406126718126,1062.391328190097,1441.8040757941355,1125.996839369414,1619.1157750808668,1951.3336447166741,1842.5452896400916
RAIGAD,,1331.9678138805778,1615.5630224775107,2146.1565112876697,1861.353356320156,1773.460487782455,866.3230427728297,1834.6797056595658,1960.403010252188,2080.4691702714395,2024.9676681593269,953.0134440907533,1861.4151718266314,,675.0664261351493,1665.5327580353649,2025.0648181659146,1161.3414526251518,996.6079834186918,913.8674565070626
RATNAGIRI,480.6633564351966,409.09229601828815,401.1182799242253,449.5581888928477,409.46108190642013,451.74415015889,410.7139889345404,511.57447627166727,409.49837616042765,464.2269072113939,434.54085819971556,378.9281853902767,409.46757264060346,485.3304276700187,327.1887173597828,461.21207984746263,434.76303056334245,409.09229601828815,401.4540089274226,445.82291731078107
SANGLI,892.1152643986131,889.3065690196551,858.7522040670682,739.859920495618,891.6341076852833,820.0387679521282,889.3754836298402,833.758413662962,909.005206521072,851.6367151498605,868.1909784089107,1023.4238444299883,891.6514682751441,877.0069855080689,1086.0874985690762,822.8770099946757,868.1756022895676,889.3065690196551,895.4805271338204,820.5252185495337
SATARA,,872.7353781388806,962.6624887105307,1507.8800854314698,690.9109908687257,647.423870985788,458.0296704546699,544.9621636846606,330.9771652138322,1052.1740127243686,920.8478538982401,1577.183293729222,690.948480477435,,1213.7556730394363,1105.1908376082988,920.8818416465516,409.41576763463496,365.86412623417664,925.808974516485
SINDHUDURG,,100.74517396084818,63.731363450831815,93.2632666480442,55.9363804309227,95.65116952369166,52.168778777953186,60.05184356927879,55.857704566997064,99.87055407884978,86.99830570523146,57.14422378497497,56.01091758505352,,215.55903021393866,70.69185315704898,87.71496563053931,156.97567459143158,54.01551604360948,93.32381575728144
SOLAPUR,,1369.777682691611,1542.2288811469414,2723.1587371814217,1504.624741041205,2128.7344978557358,1369.0094646316436,1806.954936975796,1556.1764746798815,1724.5867400731925,1630.522220992545,1226.8683736189369,1504.6461764085968,,1792.9395662735674,2357.5731604625407,1630.6669722532295,1446.9954690843563,1390.5121754256381,2531.604266369608
THANE,,2740.0673081957407,2922.794263382438,4811.048194995337,2419.4937955495298,3516.225972339204,2727.9801559750395,3098.178656466414,2516.256146098016,3416.9474970713304,2560.9535000995434,3331.327167386593,2419.483606987477,,3897.438478926347,2870.7190490150338,2560.972326999214,2740.0673081957407,2726.6842492883675,3353.9332618791195
WARDHA,,154.05440546131635,204.71341478666145,607.9746453678401,253.8809510277324,277.78885398306073,153.94355629228187,216.0445039216603,224.8431522579464,343.61436817921975,272.36902718202674,300.33833447129115,253.98027064896056,,421.8613809511082,264.71583968054836,272.43784132236794,154.05440545366076,154.20773655331718,273.7422518906579
WASHIM,131.03600592550637,123.8261592816457,94.855822112931,106.4437338902316,84.07578446387822,96.3373414102756,120.21439014044905,137.8641343119528,101.40598091702618,137.80313042774745,86.22116038135547,202.8550739281955,84.06642451267399,101.00216485821304,223.77965709169757,95.61063550107427,86.19334737397325,120.6457230595946,76.77579021359796,81.56210351397598
YAVATMAL,497.7495661745673,741.1750130704623,500.3462367654934,633.3056633331781,511.75098978918976,463.1282215302559,705.1641673190136,650.8012616550956,475.5422540850434,499.4094042831191,457.065666364985,680.0991436283696,511.75924995807907,604.015813880724,1251.0779732487774,517.5270878958033,457.04506874621023,741.1750130704623,437.6825348873966,462.7483481633595
