district,rmse,log_marginal_likelihood,coefficient_means,coefficient_stds,intercept_mean,intercept_std,effective_params,differencing,n_iter
GONDIA,202.75315067828043,-219.24250406204192,"[0.2645186669738886, -0.03550823490719274, -0.07795915338796555, -0.07275657879701873]","[0.12523192623372634, 0.12973626788572282, 0.13004941050377022, 0.11776136114127503]",722.1755489295982,,399143.3774235869,0,500
HINGOLI,130.13342948082712,-233.28140999853997,"[0.7242813077230088, -0.20449485588979924, 0.22092887955477628, -0.08419262002359251]","[0.1570081497675485, 0.18758272479531032, 0.18759597360842925, 0.1455050571578266]",332.92092398523585,,150097.35041110116,0,500
JALGAON,3998.720655069237,-248.39225495198428,"[-0.012689782123584112, -0.0020838964018897246, -0.005619791962968159, 0.004468156532806002]","[0.03600448296213644, 0.03606382657864819, 0.03614069557338647, 0.03603148416828767]",82.22619146147261,,95196117.07666063,1,500
JALNA,597.62801168023,-229.44750539648732,"[-0.0008716426782033949, -0.0008148054562922879, 0.0005932077780151704, -0.0001794796055390819]","[0.012404688558556237, 0.012404874823841398, 0.012406839879732191, 0.012407583739714368]",17.680703313831813,,275000455.96036524,1,500
KOLHAPUR,1915.220900970521,-276.20655794509867,"[-0.00032801608990627365, -0.0008015329532974429, -0.0009162329806808017, 0.00020905574285046122]","[0.014406883814397762, 0.014407503223970703, 0.01445232013772515, 0.014452465940410952]",167.60196651192413,,3187755316.8375077,1,500
LATUR,330.28256719953504,-252.52174987507559,"[-0.02005646130841492, 0.0278262326085363, -0.021208453739298347, 0.0033438852182405415]","[0.057171593530433704, 0.05716277983033295, 0.05717128716148552, 0.05721073313310089]",45.44600772773379,,44303889.27650756,1,500
MUMBAI,1446.8339712744448,-287.98189024137974,"[0.00019493856996600364, 0.0004358592067448613, -0.0006364503609763848, 0.00047005913893627323]","[0.012330653094712462, 0.012331245534253424, 0.012345981124793843, 0.01234597767804777]",-152.8767149545374,,8712924243.689997,1,500
NAGPUR,474.0471528959181,-259.2560938729585,"[-0.1200719516562363, -0.021745389832901592, -0.03863969701212217, 0.0017190241160925865]","[0.0951306639723521, 0.09565806752496005, 0.09594580928879827, 0.0952043243632455]",-61.82666050334329,,17774471.068630647,1,500
NANDED,892.9296413166379,-273.2283935872652,"[0.6497461932324495, 0.08801087962945608, -0.12721518937440066, 0.1562725208367609]","[0.15830040932161876, 0.18712164069743759, 0.18938896998433496, 0.15265521159593126]",863.779260072216,,1895656.9014778226,0,500
NANDURBAR,400.25960106967415,-239.74596402468526,"[-0.01672789272357136, 0.0052762595800115684, 0.045326672270170634, -0.0577021035742423]","[0.0759410716777163, 0.07551469273534461, 0.07562118910425276, 0.07572888281385283]",11.599545372153246,,10616008.7854995,1,500
NASHIK,1194.2534897059122,-260.5774508959911,"[-0.146180118886697, -0.17291566209681591, 0.1830349197310129, -0.09575102083290948]","[0.1318465194464965, 0.13317584453695103, 0.1456336756798799, 0.14677026494464235]",164.900242489044,,5601197.053838998,1,500
OSMANABAD,395.6262548388386,-226.9194223049966,"[0.044962343605397664, -0.05833734776634471, -0.08695756735876733, -0.04025775103721097]","[0.09354528509326854, 0.09517387343251768, 0.09473996903732575, 0.09306125189584918]",7.413825209859443,,2812902.1302395067,1,500
PALGHAR,477.4957698504846,-248.27766423386154,"[-0.00043356278545325937, 3.461710581228284e-05, -0.0003671307370884263, -0.0003712700292164655]","[0.011670059713678096, 0.01167000238748939, 0.01166993054140271, 0.011669827442596583]",-8.882578459741579,,941978560.628886,1,500
PARBHANI,488.8819441000678,-237.6817707340436,"[0.322971806141376, 0.06060693524016974, -0.1461258520762347, 0.06159657233483504]","[0.13558549405844647, 0.14135232598178962, 0.14192680042058425, 0.13640908471042648]",848.7868729035345,,779316.827374011,0,500
PUNE,1174.4065296833762,-302.8586457981378,"[0.6049145853248633, 0.053640877941311865, -0.11247637852281231, 0.17991065822601568]","[0.13604163720355558, 0.115890844583045, 0.1046813343651481, 0.09633594360353046]",3005.139214438572,,12629029.639877718,0,500
RAIGAD,1615.5630224775107,-259.1290087371757,"[-0.001604602888055608, -0.00044403787197351384, 0.00041656065346845384, 0.00027216786320093307]","[0.013851732027504785, 0.013845629926333295, 0.013849936314763106, 0.013849916429122724]",12.07390935255599,,1263770014.545972,1,500
RATNAGIRI,401.1182799242253,-235.44514269703222,"[0.3061995791825715, 0.07113084819506228, 0.19253901510808402, 0.07103210260779383]","[0.13568200585676748, 0.13988510802980977, 0.14026118529615675, 0.1357810457719625]",409.40482127975736,,656531.1351376561,0,500
SANGLI,858.7522040670682,-257.41876377760997,"[0.14072317412497493, 0.17148548647780854, -0.017660174070884337, 0.026821514687689396]","[0.11479021397179719, 0.11485642831875957, 0.11173772211498736, 0.10593157696723385]",1608.6683384521198,,5213512.902131753,0,500
SATARA,962.6624887105307,-248.05544416960566,"[-0.132676194293479, 0.24539814767630685, -0.13847359974453946, 0.24853039604922492]","[0.1364319629425789, 0.1555703196596868, 0.1625172289903697, 0.15835065605124138]",-24.36785511897436,,1774305.6586303576,1,500
SINDHUDURG,63.73136345083183,-202.8879552821691,"[-0.10728315923795712, 0.009235346910248458, 0.08111937949775654, -0.076913887928159]","[0.10356502714971126, 0.10383234396102116, 0.10617679125791858, 0.1069417607442166]",-2.620006818801305,,495914.3303657107,1,500
SOLAPUR,1542.2288811469414,-246.6005500840596,"[-0.011847062828973671, -0.012185638919725208, -0.016198802803335063, 0.002321167994297789]","[0.04868141210664134, 0.04876660237992273, 0.04884272566190605, 0.04888094372059131]",18.576389624295203,,45986754.73540162,1,500
THANE,2922.794263382438,-309.13322203576934,"[-0.2172732766031062, -0.04939453190113341, -0.07945007983547189, -0.06402148618111565]","[0.12362113777494922, 0.12619606159613228, 0.12328448308746524, 0.11700139017030849]",26.048144987350575,,141020750.3910849,1,500
WARDHA,204.71341478666145,-229.5930308625387,"[-0.05018692399133392, -0.020814263103176526, -0.004265719697772804, 0.029549256511757736]","[0.06952992710072865, 0.06961560276363121, 0.06973764705117226, 0.0696479243888971]",20.624198103973082,,7225714.841585032,1,500
WASHIM,94.85582211293101,-225.02523056798216,"[0.14323396257047832, 0.1786578361657083, 0.0897990859854015, 0.017226976053868415]","[0.1204314765221284, 0.12194473439836308, 0.11810237851471932, 0.11469095265468608]",290.0053940522006,,700533.3637487729,0,500
YAVATMAL,500.3462367654934,-268.35806417106727,"[0.13610079067647174, 0.0014311377579161837, -0.022326180946276124, -0.03283748409863019]","[0.09438222069989387, 0.09364014843948175, 0.09286107561035763, 0.08900699021194738]",2899.0989625357665,,18580529.418053444,0,500
MUMBAI SUBURBAN,1106.2644923233584,-40.99320783353879,"[0.0004577890775305479, -0.001090077856734878, -0.003107459878245335, 0.00012698770124710981]","[0.030557320589525618, 0.030554889196201532, 0.030561838297017772, 0.03059771103923193]",106.33180349131358,,824767087.2048948,1,500
