district,rmse,r_squared,best_params,differencing,feature_importances
PALGHAR,157.70698727739082,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.21535002310814336, 0.28047749123079996, 0.12369829760026647, 0.14334120418753474, 0.13516565445841242, 0.10196732941484297]"
PARBHANI,73.38478679762811,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.5426369873437876, 0.09887985743760049, 0.11155777466272619, 0.10608195242142779, 0.08922539401316776, 0.05161803412129023]"
PUNE,252.89923617036794,0.999999990218659,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.36097642378118466, 0.17771336156569628, 0.07706358150032623, 0.0936787651854344, 0.10120957135441375, 0.18935829661294468]"
RAIGAD,90.63173662317926,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.30236114696418903, 0.14343821149799646, 0.1927793609652803, 0.07546430751859452, 0.15234460550680506, 0.13361236754713457]"
RATNAGIRI,191.3933676866689,0.999999908627561,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.09036930528620617, 0.3120552240995231, 0.12216556831567356, 0.1874461830364361, 0.20239110146206765, 0.0855726178000935]"
SANGLI,109.14314942618554,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.13473007378283103, 0.1546482530524823, 0.2485790909523289, 0.14851250395801097, 0.15430530559988662, 0.1592247726544602]"
SATARA,123.55730831840296,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.19493716435475641, 0.11498367587088137, 0.09487632061411741, 0.13636375427027114, 0.13710385744065698, 0.3217352274493166]"
SINDHUDURG,25.138581127643445,0.9999999949600469,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.17225908708629323, 0.16889878455421606, 0.16035143311314487, 0.19191311033202305, 0.14402826271247454, 0.16254932220184828]"
SOLAPUR,81.31633410125339,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.3880180869648223, 0.17322756724645752, 0.09242167394836681, 0.1006612194395944, 0.16562041047411225, 0.08005104192664682]"
THANE,222.27662190262936,1.0,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.2047580995750543, 0.08878020350267561, 0.12768730777600382, 0.12288764297591716, 0.1375089129648704, 0.31837783320547863]"
WARDHA,55.263762991674746,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.3363092742196173, 0.12453045948160558, 0.1379063401263139, 0.12506339437283062, 0.15664170161539323, 0.1195488301842394]"
WASHIM,20.88144599227733,0.9999999373720404,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.3646128201705907, 0.18847971999529908, 0.12307449359394546, 0.07824876622620942, 0.11140589419293706, 0.1341783058210183]"
YAVATMAL,24.039976023744746,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.4925390293267184, 0.20401084474589443, 0.09514747029941581, 0.06857008053631547, 0.07268648076872829, 0.06704609432292749]"
MUMBAI SUBURBAN,236.50016820818544,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.08482192557468281, 0.08365838573342962, 0.6942569494553829, 0.023725449266398625, 0.07424701920764162, 0.039290270762464316]"
